objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,source
1332277,214577,RUA RADIALISTA PAULO ROBERTO,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,600.0,1998000.01,1998000.01,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332278,223511,RUA PAULO SANTOS,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,841.666666,2802750.0,2802750.0,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332279,225557,RUA JAMIL HADDAD,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,600.0,1499999.99,1499999.99,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332280,225680,RUA MARIA AMELIA BUARQUE D HOLANDA,128,Barra da Tijuca           ,7,TERRITORIAL,100.0,735.0,1837499.995714,1837499.995714,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332281,225722,RUA BUZA FERRAZ,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,639.5,1598749.995,1598749.995,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332282,024331,ETR DOS BANDEIRANTES,130,Vargem Pequena            ,5,TERRITORIAL,43.972,9587.8,878944.018,3529121.54,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332283,197475,RUA FROTA AGUIAR FILHO,130,Vargem Pequena            ,3,TERRITORIAL,100.0,73916.666666,2937534.003333,2937534.003333,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332284,009605,VIA SERV 5 PAL 20489,131,Vargem Grande             ,4,TERRITORIAL,1.65,9978.5,30940.695,2805987.02,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332285,095497,ETR VEREAD ALCEU DE CARVALHO,131,Vargem Grande             ,3,TERRITORIAL,100.0,7415.0,882054.216666,882054.216666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332286,103549,RUA GUILHERME BAPTISTA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,95.105,578.0,1854547.51,1950000.01,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332287,159442,RUA ARMANDO SANTOS,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,665.0,964250.0,964250.0,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332288,227561,RUA THIAGO DE MELLO,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,66.666666,550.666666,784926.66,1153646.653333,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332289,227587,RUA NELIDA PINON,132,Recreio dos Bandeirantes  ,7,TERRITORIAL,57.142857,530.285714,635533.211428,1110948.564285,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332290,146639,RUA SANTA MUSA,140,Padre Miguel              ,2,TERRITORIAL,100.0,127.0,39912.79,39912.79,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332291,056028,RUA ARAQUEM,141,Bangu,5,TERRITORIAL,90.0,608.4,293126.556,333995.258,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332292,203737,RUA JACUNDA,141,Bangu,2,TERRITORIAL,100.0,160.0,61730.29,61730.29,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332293,197186,RUA JOSE PORFIRIO DE SOUZA,143,Santíssimo                ,5,TERRITORIAL,100.0,228.4,49499.568,49499.568,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332294,211896,RUA WILSON GRAY (ATOR),143,Santíssimo                ,21,TERRITORIAL,100.0,128.761904,31055.501904,31055.501904,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332295,215723,RUA B PAA 11663/PAL 45187,143,Santíssimo                ,2,TERRITORIAL,100.0,128.5,29698.985,29698.985,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332296,004309,RUA CEL DANIEL CRISTOVAO,144,Campo Grande,2,TERRITORIAL,100.0,66.0,107890.52,107890.52,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332297,015784,RUA CAMPO GRANDE,144,Campo Grande,4,TERRITORIAL,100.0,406.25,299301.5375,299301.5375,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332298,031609,ETR DO MONTEIRO,144,Campo Grande,2,TERRITORIAL,100.0,652.0,540068.785,540068.785,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332299,037077,ETR RIO SAO PAULO,144,Campo Grande,3,TERRITORIAL,66.763333,19793.0,39861.683333,593798.87,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332300,053157,RUA CAMPINA GRANDE,144,Campo Grande,4,TERRITORIAL,100.0,134.0,126074.3125,126074.3125,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332301,130211,RUA A PAL 19789,144,Campo Grande,16,TERRITORIAL,100.0,376.5,54662.06625,54662.06625,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332302,130252,RUA E PAL 19789,144,Campo Grande,19,TERRITORIAL,100.0,390.315789,58472.077368,58472.077368,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332303,130302,RUA J PAL 19789,144,Campo Grande,2,TERRITORIAL,100.0,360.0,51214.91,51214.91,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332304,130765,RUA FERNANDO DE SANTA CRUZ,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100.0,600.0,1000000.0,1000000.0,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332305,474072,RUA WALMOR CHAGAS (ATOR),132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50.0,670.333333,487608.34,975216.68,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332306,029025,RUA LUIZA BARATA,139,Realengo                  ,2,TERRITORIAL,66.665,1701.0,154438.56,312464.785,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332307,165704,PRC FEDERICO FELLINI,141,Bangu,2,TERRITORIAL,100.0,236.0,166607.68,166607.68,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332308,187146,RUA PEDRO POMAR,141,Bangu,2,TERRITORIAL,100.0,249.0,75754.735,75754.735,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332309,028142,ETR DO LAMEIRAO,143,Santíssimo                ,7,TERRITORIAL,100.0,236.571428,105983.844285,105983.844285,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332310,197277,RUA JOSE MARTINS PIRES,143,Santíssimo                ,4,TERRITORIAL,100.0,251.5,37729.9875,37729.9875,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332311,211912,RUA EDNA SAVAGET ( APRESENTADORA),143,Santíssimo                ,14,TERRITORIAL,100.0,131.142857,31690.463571,31690.463571,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332312,021360,RUA VITOR ALVES,144,Campo Grande,2,TERRITORIAL,100.0,150.0,136274.225,136274.225,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332313,027367,RUA OLINDA ELLIS,144,Campo Grande,4,TERRITORIAL,78.5725,8339.75,498502.8525,1105367.47,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332314,054080,ETR JOAO MELO,144,Campo Grande,3,TERRITORIAL,100.0,366.333333,275585.53,275585.53,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332315,099457,RUA RODRIGO HENRIQUES,144,Campo Grande,6,TERRITORIAL,58.333333,288.666666,145268.326666,229519.916666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332316,116582,RUA 30 PAL 24477,144,Campo Grande,3,TERRITORIAL,100.0,614.0,90912.86,90912.86,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332317,155960,RUA SILVES,144,Campo Grande,2,TERRITORIAL,100.0,120.0,101829.25,101829.25,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332318,163501,RUA DORIVAL FERREIRA,144,Campo Grande,4,TERRITORIAL,100.0,153.0,127892.6975,127892.6975,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332319,168088,RUA JORGE CORREA TOMAS,144,Campo Grande,3,TERRITORIAL,100.0,153.0,112335.46,112335.46,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332320,175208,RUA JULIO FRANCISCO SANTOS,144,Campo Grande,10,TERRITORIAL,100.0,270.0,29405.14,29405.14,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332321,175224,RUA JOAO FERREIRA,144,Campo Grande,8,TERRITORIAL,100.0,246.125,29228.22125,29228.22125,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332322,189555,RUA JOSE MANOEL DA SILVA,144,Campo Grande,2,TERRITORIAL,75.0,142.5,61824.91,81220.96,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332323,192468,RUA IVO BAPTISTA SUZANO,144,Campo Grande,4,TERRITORIAL,100.0,227.0,74731.6,74731.6,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332324,212035,RUA DARCY RIBEIRO (EDUCADOR),144,Campo Grande,2,TERRITORIAL,100.0,136.0,55639.58,55639.58,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332325,218396,RUA SILVIO BARBATO (MAESTRO),144,Campo Grande,2,TERRITORIAL,100.0,255.5,269195.055,269195.055,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332326,220368,RUA NARA LEAO,144,Campo Grande,9,TERRITORIAL,100.0,128.222222,126882.494444,126882.494444,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332327,221945,RUA YARA VARGAS,144,Campo Grande,4,TERRITORIAL,100.0,437.5,301395.0525,301395.0525,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332328,226407,RUA FRANCISCO SCLIAR,144,Campo Grande,3,TERRITORIAL,100.0,179.0,151127.556666,151127.556666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332329,474536,RUA HUGO CARVANA (ATOR),144,Campo Grande,2,TERRITORIAL,100.0,154.5,94682.065,94682.065,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332330,151498,RUA ROSARIO DO SUL,145,Senador Vasconcelos       ,2,TERRITORIAL,100.0,149.0,16209.725,16209.725,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332331,110320,RUA ALFREDO DE AZEVEDO,146,Inhoaíba                  ,2,TERRITORIAL,75.0,256.0,34649.545,46014.6,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332332,200675,RUA GROSELHA,147,Cosmos                    ,5,TERRITORIAL,100.0,227.0,80391.598,80391.598,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332333,200683,RUA CAJA MANGA,147,Cosmos                    ,4,TERRITORIAL,100.0,153.0,58576.79,58576.79,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332334,012427,ETR ATERRADO DO LEME,149,Santa Cruz                ,3,TERRITORIAL,38.2,2444449.333333,1068580.153333,8707198.486666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332335,052498,RUA APORUNA,149,Santa Cruz                ,2,TERRITORIAL,62.5,11877.5,902257.75,1584862.765,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332336,057638,ETR RETA DO RIO GRANDE,149,Santa Cruz                ,2,TERRITORIAL,50.0,13341.0,1330401.21,2660802.42,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332337,006957,RUA RAFAEL BORDALO,151,Guaratiba                 ,12,TERRITORIAL,100.0,643.916666,72264.164166,72264.164166,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332338,021477,AVN GASPAR DE LEMOS,151,Guaratiba                 ,16,TERRITORIAL,1.065,56285.9375,27067.7075,1750161.653333,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332339,109835,VIA SERV 2 PAL 21840,151,Guaratiba                 ,2,TERRITORIAL,55.0,10156.0,177424.245,378062.865,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332340,125740,RUA 38 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100.0,337.0,37843.285,37843.285,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332341,126219,RUA 86 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100.0,357.0,30178.83,30178.83,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332342,126318,RUA 96 PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100.0,310.0,35128.786666,35128.786666,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332343,135756,AVN ARNALDO LAGE,151,Guaratiba                 ,4,TERRITORIAL,100.0,352.5,71285.48,71285.48,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332344,135764,AVN JOSE MARIOZZI FILHO,151,Guaratiba                 ,6,TERRITORIAL,81.945,361.666666,64007.268333,78156.595,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332345,135772,RUA TASSO DE FIGUEIREDO,151,Guaratiba                 ,4,TERRITORIAL,100.0,360.0,69725.2,69725.2,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332346,135855,RUA JOAO CRUZ COSTA,151,Guaratiba                 ,4,TERRITORIAL,100.0,360.0,70047.26,70047.26,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332347,135905,RUA BRENO ACIOLI,151,Guaratiba                 ,2,TERRITORIAL,100.0,360.0,70208.29,70208.29,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332348,135913,RUA ANTONIO ALEIXO,151,Guaratiba                 ,4,TERRITORIAL,100.0,352.5,54892.5675,54892.5675,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332349,136036,RUA VARGEM DO CEDRO,151,Guaratiba                 ,2,TERRITORIAL,100.0,375.0,79225.87,79225.87,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332350,001016,RUA SURUMU,153,Pedra de Guaratiba        ,2,TERRITORIAL,2.915,8390.0,16480.955,565407.215,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332351,125559,RUA SOLD ARLINDO DA SILVA,153,Pedra de Guaratiba        ,2,TERRITORIAL,100.0,380.5,210878.485,210878.485,COMPRA E VENDA,2014,Prefeitura da Cidade do Rio de Janeiro
1332352,061556,RUA MARIZ E BARROS,033,Tijuca                    ,2,TERRITORIAL,8.3,70.0,10434.53,125717.23,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332353,113910,RUA FRANCISCO VASCONCELOS,108,Parque Anchieta           ,2,TERRITORIAL,100.0,362.0,105425.34,105425.34,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332354,049049,ETR DA LIGACAO,115,Jacarepaguá               ,5,TERRITORIAL,100.0,3216.0,1843187.814,1843187.814,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332355,160150,RUA ARTUR CARNAUBA,115,Jacarepaguá               ,3,TERRITORIAL,100.0,1020.333333,1232781.976666,1232781.976666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332356,188581,RUA VALE DA SERRA,115,Jacarepaguá               ,2,TERRITORIAL,100.0,600.0,413538.15,413538.15,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332357,016048,AVN TTECEL MUNIZ DE ARAGAO,116,Anil                      ,4,TERRITORIAL,0.35,10761.0,7776.3,2221800.0,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332358,021436,ETR DO ENGENHO D'AGUA,116,Anil                      ,2,TERRITORIAL,100.0,75482.5,12267889.8,12267889.8,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332359,115063,RUA JOAO BRUNO LOBO,119,Curicica                  ,2,TERRITORIAL,100.0,360.0,237697.89,237697.89,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332360,165589,RUA ADALGISA NERY,122,Taquara                   ,4,TERRITORIAL,55.0,640.0,229651.1925,365686.6075,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332361,207407,RUA PROFA CARMEN AGUIAR DE MATTOS,123,Tanque                    ,3,TERRITORIAL,100.0,305.333333,165064.226666,165064.226666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332362,031930,ETR DO ITANHANGA,127,Itanhangá                 ,2,TERRITORIAL,50.0,1030.0,287500.005,575000.01,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332363,088070,AVN GAL GUEDES DA FONTOURA,128,Barra da Tijuca           ,2,TERRITORIAL,54.15,444.0,2260000.0,4580120.48,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332364,100297,PRC SAO PERPETUO,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,961.0,9999999.99,9999999.99,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332365,214452,RUA DEBORAH OEI PRINCE(BAILARINA),128,Barra da Tijuca           ,2,TERRITORIAL,100.0,900.0,2997000.01,2997000.01,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332366,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,11,TERRITORIAL,100.0,817.636363,2044090.905454,2044090.905454,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332367,225524,RUA AUGUSTO BOAL,128,Barra da Tijuca           ,3,TERRITORIAL,100.0,623.0,1557499.99,1557499.99,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332368,225607,RUA ANGELO DE AQUINO,128,Barra da Tijuca           ,2,TERRITORIAL,100.0,615.0,1537500.01,1537500.01,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332369,137224,RUA JOAO CIRILO DE OLIVEIRA,144,Campo Grande,3,TERRITORIAL,83.333333,227.0,22531.983333,27373.073333,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332370,163303,RUA SERGIO RANGEL BARBOSA,144,Campo Grande,2,TERRITORIAL,100.0,153.0,127286.575,127286.575,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332371,175216,RUA ARTUR SANTOS,144,Campo Grande,2,TERRITORIAL,75.0,270.0,39272.535,52363.38,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332372,175257,RUA JOSE MAURICIO DE MELO,144,Campo Grande,9,TERRITORIAL,100.0,264.666666,29644.205555,29644.205555,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332373,197970,RUA ANTONIO CAMPOS NETO,144,Campo Grande,2,TERRITORIAL,100.0,375.0,92532.56,92532.56,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332374,199117,RUA BRACO DO NORTE,144,Campo Grande,2,TERRITORIAL,100.0,176.0,67094.805,67094.805,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332375,199356,RUA DINAMARCA,144,Campo Grande,2,TERRITORIAL,100.0,191.0,180625.71,180625.71,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332376,203265,RUA PALMARES DO SUL,144,Campo Grande,2,TERRITORIAL,100.0,198.0,165535.24,165535.24,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332377,212043,RUA BOCAIUVA CUNHA ( DEP),144,Campo Grande,4,TERRITORIAL,87.5,131.75,45411.73,52093.9375,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332378,212308,RUA TONINHO BAIANO (JOG FUTEBOL),144,Campo Grande,2,TERRITORIAL,100.0,185.0,165017.205,165017.205,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332379,212324,RUA GERALDO DA SILVA (JORNAL),144,Campo Grande,11,TERRITORIAL,100.0,145.0,130178.850909,130178.850909,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332380,215871,RUA B PAA 11467/PAL 44778,144,Campo Grande,2,TERRITORIAL,75.0,128.0,89100.6,118800.805,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332381,226399,RUA GUILHERME DE BRITO,144,Campo Grande,2,TERRITORIAL,100.0,153.5,144258.115,144258.115,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332382,228478,RUA 11 PAA 11519/PAL 44874,144,Campo Grande,3,TERRITORIAL,100.0,133.333333,122841.636666,122841.636666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332383,474973,RUA A PAA 12085/PAL 46941,144,Campo Grande,6,TERRITORIAL,100.0,466.166666,260326.265,260326.265,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332384,092395,RUA PACUARE,147,Cosmos                    ,4,TERRITORIAL,100.0,298933.5,2000325.26,2000325.26,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332385,205112,RUA CARLOS DUVAL,147,Cosmos                    ,6,TERRITORIAL,100.0,158.0,49820.646666,49820.646666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332386,031732,AVN PADRE GUILHERME DECAMINADA,149,Santa Cruz                ,2,TERRITORIAL,100.0,54671.0,778185.135,778185.135,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332387,087049,AVN BRASIL,149,Santa Cruz                ,4,TERRITORIAL,25.0,116358.0,1714924.35,6859697.4,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332388,168930,RUA OSWALDO PORTO ROCHA,149,Santa Cruz                ,3,TERRITORIAL,100.0,270.0,52720.516666,52720.516666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332389,222224,RUA C PAA 11712/PAL 45370,149,Santa Cruz                ,2,TERRITORIAL,100.0,225.0,129624.34,129624.34,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332390,227090,RUA C PAA 11694/PAL 45286,149,Santa Cruz                ,2,TERRITORIAL,100.0,144.0,92839.06,92839.06,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332391,000885,RUA Y PAL 19600,151,Guaratiba                 ,2,TERRITORIAL,100.0,390.0,62973.295,62973.295,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332392,005694,AVN SAO JOSE DOS CAMPOS,151,Guaratiba                 ,2,TERRITORIAL,100.0,225.0,33827.4,33827.4,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332393,006221,RUA CACHOEIRA ALTA,151,Guaratiba                 ,2,TERRITORIAL,100.0,220.5,34498.78,34498.78,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332394,006577,RUA TEFE,151,Guaratiba                 ,3,TERRITORIAL,66.666666,226.0,24570.563333,37712.963333,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332395,015214,ETR CABUCU DE BAIXO,151,Guaratiba                 ,7,TERRITORIAL,100.0,256.142857,32596.94,32596.94,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332396,031765,ETR MORRO CAVADO,151,Guaratiba                 ,7,TERRITORIAL,0.517142,26600.0,12929.598571,2503624.475714,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332397,034652,ETR DO PIAI,151,Guaratiba                 ,3,TERRITORIAL,100.0,360.0,74742.55,74742.55,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332398,125724,RUA 36 PAA 6172/PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100.0,317.333333,48956.856666,48956.856666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332399,125989,RUA EULALIA LAHMEYER LOBO (PROF),151,Guaratiba                 ,2,TERRITORIAL,100.0,360.0,13259.15,13259.15,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332400,126201,RUA 85 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100.0,387.0,47936.93,47936.93,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332401,135756,AVN ARNALDO LAGE,151,Guaratiba                 ,3,TERRITORIAL,100.0,372.666666,88805.616666,88805.616666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332402,095604,VIA 4 PAA 8997S/SRV K PLT515512915,132,Recreio dos Bandeirantes  ,20,TERRITORIAL,8.2065,13312.25,1094648.57,6793575.0165,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332403,101345,VIA SERV D PAL 19170,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,34.796666,10950.666666,4566666.663333,15818342.106666,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332404,227553,RUA LYGIA FAGUNDES TELLES,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50.0,534.5,559888.745,1119777.49,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332405,097915,RUA EUZEBIO DE ALMEIDA,137,Jardim Sulacap            ,4,TERRITORIAL,100.0,480.0,68961.505,68961.505,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332406,197343,RUA LAURA DIAS,139,Realengo                  ,2,TERRITORIAL,87.5,272.5,85980.685,96821.08,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332407,165688,AVN AYMARA XAVIER DE SOUZA,141,Bangu,2,TERRITORIAL,100.0,548.0,286225.315,286225.315,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332408,166884,RUA SIMAO CRISTINO,141,Bangu,2,TERRITORIAL,100.0,225.0,184407.56,184407.56,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332409,203067,RUA LUZIA DE MACEDO DANTAS,141,Bangu,3,TERRITORIAL,83.333333,153.0,64523.766666,77428.52,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332410,211888,RUA ZEZE MACEDO (ATRIZ),143,Santíssimo                ,13,TERRITORIAL,100.0,140.846153,34874.164615,34874.164615,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332411,211920,RUA IBRAHIM SUED (COLUNISTA),143,Santíssimo                ,4,TERRITORIAL,100.0,199.5,45760.6925,45760.6925,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332412,015206,ETR CABUCU,144,Campo Grande,2,TERRITORIAL,100.0,344.0,266315.97,266315.97,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
1332413,031351,ETR DO MENDANHA,144,Campo Grande,3,TERRITORIAL,67.273333,52362.0,133960.653333,995356.55,COMPRA E VENDA,2015,Prefeitura da Cidade do Rio de Janeiro
